step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.364905934157001,0,0.0,0.9743243224062059,0,0.0,0.9774002757035601,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9733956329634597,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9741931461702557,0,0.0,0.9728372600739444,0,0.0,0.9756786155036445,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9748475749150938,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,12.94706541562921,0,0.0,0.9075397639081043,0,0.0,0.9683086844054046,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9670734521672395,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669237877655773,0,0.0,0.9651915105598656,0,0.0,0.9515510074447506,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9659553855720486,0,0.0,1.0,0,0.0
15.0,40,0,0,0,40,0,0.0,0.0,12.418340833762485,0,0.0,0.869495196057265,0,0.0,0.8457363879042308,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9839580045162896,0,0.0,0.9911553821498801,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9818999803048182,0,0.0,0.7088926653019374,0,0.0,0.9834029810259742,0,0.0,0.8684714715074329,0,0.0,0.9907324285238136,0,0.0,1.0,0,0.0,0.9850031427842255,0,0.0,0.9914058581915313,0,0.0
20.0,56,0,6,0,56,0,17.0,0.30357142857142855,10.749547897579154,2,6.0,0.6604430355479732,1,2.0,0.7387173066470809,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9855238303114435,0,0.0,0.9777688474527126,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6371338953252386,2,8.0,0.5503322871353971,0,0.0,0.9563719677596286,0,0.0,0.9602079785110549,0,0.0,0.9615135933382297,0,0.0,1.0,0,0.0,0.9536138991674898,0,0.0,0.9627486511436011,6,17.0
25.0,72,0,4,0,72,0,14.0,0.19444444444444445,9.676446892288872,2,7.0,0.6178957642562158,0,0.0,0.685980780663609,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9751114560440157,0,0.0,0.7586350827652715,0,0.0,1.0,0,0.0,1.0,2,10.0,0.5653288950120443,0,3.0,0.6496509005258277,0,4.0,0.7671572164230084,0,4.0,0.659727482080846,0,0.0,0.9571303965504115,0,4.0,0.4929707413928164,0,0.0,0.9518350423813466,0,0.0,0.7462692862632303,4,32.0
30.0,80,0,11,0,80,0,36.0,0.45,9.523610094385887,3,16.0,0.6925019948396456,1,3.0,0.5521359636005835,0,0.0,0.9437225810187958,0,0.0,1.0,1,1.0,0.6589059422229806,2,5.0,0.37426968871384275,0,0.0,1.0,0,0.0,1.0,0,3.0,0.5697396475259117,0,0.0,0.976226709058105,2,9.0,0.6781131142191973,0,4.0,0.8715594042282149,0,0.0,0.7219429574332383,0,4.0,0.8963114659724728,0,0.0,0.9368055520477526,2,6.0,0.5970758409568763,11,51.0
35.0,96,0,18,0,96,0,86.0,0.8958333333333334,9.234348196290275,0,5.0,0.6835452147071387,3,21.0,0.5011160326577797,0,0.0,0.9350350585908833,0,0.0,1.0,3,10.0,0.44405059828337984,4,21.0,0.21236941847075308,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9210445899229113,0,0.0,0.9254699796258972,4,21.0,0.6208922364507103,0,4.0,0.8786722062231921,0,4.0,0.9045030215032837,0,4.0,0.917481194822523,0,0.0,0.9306053150419694,4,19.0,0.2895323327088115,18,109.0
40.0,112,0,15,0,112,0,96.0,0.8571428571428571,8.51845042799824,1,3.0,0.8341489382537027,0,11.0,0.7434142488185326,0,0.0,0.010503193045346207,0,0.0,1.0,0,7.0,0.5682692072401662,0,20.0,0.3364185841127291,0,4.0,0.44585135823429567,0,0.0,1.0,0,4.0,0.8264134585576441,0,0.0,0.9713319987730065,6,44.0,0.46740413779585743,0,4.0,0.3341866950750637,0,4.0,0.9027901659495633,2,8.0,0.45810340285715734,0,0.0,0.9636884273675389,6,45.0,0.3523404953784506,15,154.0
45.0,120,0,15,0,120,0,46.0,0.38333333333333336,8.147591620431644,2,10.0,0.5618217337275457,2,11.0,0.7380873987436949,0,4.0,0.40170257732290066,0,4.0,0.4820663449310034,0,0.0,0.9107871617740891,1,6.0,0.7131135305377144,0,4.0,0.84765802174435,0,0.0,1.0,0,4.0,0.8947692015289154,0,0.0,0.9354058829618743,2,36.0,0.27446348615765126,6,27.0,0.10500695502241315,2,7.0,0.39132029755504527,0,6.0,0.5828068529214557,0,0.0,0.9360477325649358,0,33.0,0.5708163630065959,15,152.0
50.0,136,0,7,0,136,0,29.0,0.21323529411764705,9.084342750826087,0,4.0,0.6349872737316091,0,3.0,0.5802164063701494,0,4.0,0.8601669965638541,0,4.0,0.9180499295736378,0,0.0,0.7385652554561511,1,11.0,0.7854924940643037,0,6.0,0.8729393191943261,0,0.0,1.0,2,4.0,0.7362349418619409,0,0.0,0.9600823986782903,3,19.0,0.4778851376486022,1,34.0,0.4988715615903405,0,9.0,0.2780834437730209,0,0.0,0.8322483935682846,0,0.0,0.6841292884752848,0,4.0,0.5642829605311296,7,102.0
55.0,152,0,21,0,152,0,57.0,0.375,8.675136529434186,2,7.0,0.7018472544831548,4,12.0,0.3481358083595249,0,8.0,0.8707144657496075,0,4.0,0.91265437683315,2,7.0,0.6776885680612413,2,6.0,0.21958177120661662,1,8.0,0.39373711133244954,0,0.0,1.0,1,2.0,0.591646531816996,0,0.0,0.9628691079332192,3,20.0,0.6164956398412829,0,11.0,0.8264848050311667,0,4.0,0.4782481456887365,1,1.0,0.7017752267571694,3,15.0,0.43856631936120083,2,9.0,0.5248466245795763,21,114.0
60.0,160,0,36,0,160,0,149.0,0.93125,7.4740764820016725,1,4.0,0.5877414013489622,2,27.0,0.34688623183467127,0,4.0,0.8798847355625541,2,6.0,0.3443104671416439,4,25.0,0.49859622758121386,6,28.0,0.002236666419089495,2,12.0,0.109883398316761,0,3.0,0.42918975638403156,3,18.0,0.5174983348395351,0,0.0,0.7969318805244635,5,34.0,0.5346570286477644,0,6.0,0.746230055685529,3,13.0,0.6015465560263272,4,15.0,0.3287957730824563,0,13.0,0.5905425305360983,4,31.0,0.556208351078827,36,239.0
65.0,174,0,34,2,176,0,190.0,1.0919540229885059,7.889873966721955,3,9.0,0.6758105167328254,3,19.0,0.6612063926781279,2,2.0,0.3151718705027964,6,34.0,0.3555867120746283,6,53.0,0.3874744767193223,1,31.0,0.41726278406109224,2,20.0,0.3561127642378131,0,3.0,0.9291293468422479,0,11.0,0.7941894527647407,1,6.0,0.6639707693288147,1,30.0,0.3981169656509728,1,7.0,0.4558497565376495,3,28.0,0.699797760783086,1,19.0,0.3639476188631827,0,4.0,0.8914163726051201,4,47.0,0.5579948982664907,34,323.0
70.0,186,0,22,6,192,0,114.0,0.6129032258064516,8.375564923780628,1,6.0,0.6001326898198879,0,8.0,0.7085673659919588,3,18.0,0.09668704531540999,1,37.0,0.5636146697400186,3,47.0,0.4277702228565721,0,4.0,0.7584224659091079,0,4.0,0.8924648407528265,0,7.0,0.7882312741883981,3,8.0,0.7185050836837016,1,5.0,0.799815989047695,5,22.0,0.38306037504368984,1,11.0,0.4787993245031349,0,14.0,0.4929675304874847,0,1.0,0.5430853235853712,0,0.0,0.8033880060692667,4,69.0,0.5264320063275446,22,261.0
75.0,193,0,20,7,200,0,85.0,0.44041450777202074,8.719148975241968,2,11.0,0.6036923790357577,2,9.0,0.43181213423843495,3,39.0,0.5302872302456141,2,13.0,0.5586886710483806,1,12.0,0.7040001489226592,0,4.0,0.8397535384876055,0,4.0,0.8934869842512042,0,4.0,0.8303029717832953,0,6.0,0.6049476642592432,2,10.0,0.6170189597734842,2,29.0,0.4736142040558852,0,7.0,0.8637043684341419,3,12.0,0.35956678845463547,1,2.0,0.031099561829935073,2,11.0,0.5309784231871615,0,44.0,0.4628447219454864,20,217.0
80.0,206,0,33,10,216,0,154.0,0.7475728155339806,8.423905618670469,0,4.0,0.5997554058888461,1,13.0,0.4499205253021152,3,54.0,0.757776976109072,1,11.0,0.40641699398423,3,11.0,0.4904534601854546,0,4.0,0.8667229424609593,2,2.0,0.3039494206887232,0,4.0,0.9086274857652324,5,20.0,0.37156516521260463,1,9.0,0.4903851947647436,6,34.0,0.5642024339483394,1,6.0,0.7334443306009328,7,38.0,0.48312662475414847,3,19.0,0.20327096900035926,0,6.0,0.7043236484335282,0,4.0,0.6339402431577071,33,239.0
85.0,215,0,33,17,232,0,132.0,0.6139534883720931,7.830516115476522,2,6.0,0.6625559463080315,2,12.0,0.7068036513316022,2,27.0,0.6339223799664848,4,32.0,0.19255362892560898,5,33.0,0.3549371919032054,0,0.0,0.4694407612125204,4,20.0,0.17998832032495102,2,6.0,0.5655710292866195,2,29.0,0.6128670505364067,3,18.0,0.5390086077219819,2,35.0,0.3367758104518596,3,19.0,0.17335856014880174,1,40.0,0.680150344577146,0,14.0,0.6624114246056243,0,4.0,0.8868588078261003,1,5.0,0.5834226930052673,33,300.0
90.0,215,0,29,25,240,0,136.0,0.6325581395348837,7.918980794064958,0,3.0,0.6741021509444564,0,5.0,0.7578507383979441,6,29.0,0.2932750020529821,1,30.0,0.5808378848009806,7,63.0,0.3428332351627074,0,0.0,0.9071214118502372,0,14.0,0.7354873302813664,0,6.0,0.47038041581030476,3,17.0,0.5880899734609226,0,10.0,0.814841572910345,6,28.0,0.3275922086926993,2,27.0,0.45570032653094167,0,12.0,0.404547351538619,0,8.0,0.8775260752829508,0,0.0,0.6576691386394136,4,26.0,0.4729575975798533,29,278.0
95.0,223,0,35,33,256,0,200.0,0.8968609865470852,7.791712159138873,2,6.0,0.7030183237742692,1,4.0,0.49088659173989385,4,50.0,0.1733768713577011,0,13.0,0.6988438067957206,9,104.0,0.44056488981861464,0,0.0,0.9171855563465139,0,2.0,0.7684593598800682,2,9.0,0.4206954455730903,1,17.0,0.4034834043855742,2,10.0,0.6945241840329455,6,53.0,0.5314497944233457,0,13.0,0.8434527640027226,3,10.0,0.14361305894803345,1,9.0,0.5944681584860945,3,9.0,0.5300652267639628,1,24.0,0.4486987173984215,35,333.0
100.0,236,0,41,36,272,0,261.0,1.1059322033898304,7.983051087824872,1,2.0,0.7278191230417154,1,13.0,0.4558242199384906,4,40.0,0.5922709502038065,2,14.0,0.40559324748955206,11,153.0,0.4174662798419226,0,0.0,0.9063968708127778,2,9.0,0.38955354688145344,1,18.0,0.5275068246561081,6,35.0,0.4119890526589897,1,10.0,0.5119184792850093,0,46.0,0.6092833247957359,0,4.0,0.8378035458763983,6,34.0,0.481014784800995,6,32.0,0.3673063265867092,0,8.0,0.5906988803409782,0,9.0,0.6755554371017249,41,427.0
105.0,231,0,39,49,280,0,289.0,1.251082251082251,7.695609320530144,2,8.0,0.6903735586981409,2,8.0,0.6915192957381134,1,37.0,0.6159878651866572,5,41.0,0.22699209654304503,12,211.0,0.14948305719970476,0,0.0,0.33963332856741824,1,13.0,0.5695438896418609,2,13.0,0.39186449932052647,0,31.0,0.6249016296795669,5,24.0,0.3466585247116419,1,5.0,0.42766587249307225,2,6.0,0.3808029234197635,0,32.0,0.7403531608377097,3,42.0,0.41837797019068096,0,4.0,0.8814874159114208,3,13.0,0.4941239534533957,39,488.0
110.0,240,0,45,56,296,0,285.0,1.1875,7.830271735491965,0,0.0,0.6977811973975998,0,5.0,0.7529619024141564,6,39.0,0.2115262664081231,5,70.0,0.5785575904710275,9,208.0,0.1841303281864141,1,9.0,0.7119337648408246,2,6.0,0.32129510409224055,4,27.0,0.4380097369206379,2,11.0,0.7063596409268068,2,29.0,0.6161094534402043,3,22.0,0.4565210480611679,2,11.0,0.17444348299974294,1,3.0,0.5547374163868678,3,30.0,0.6580048710423593,1,4.0,0.7879886952280285,4,35.0,0.46309433375242737,45,509.0
