step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,12.391934523009695,0,0.0,0.8820445176956366,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,14.178963954313188,0,0.0,0.9971025939330799,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,14.018394788188855,0,0.0,0.984909062870545,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.518460719991785,0,0.0,0.9393821237407344,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.588024139982615,0,0.0,0.920121538560515,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,14.106062678648527,0,0.0,0.9840651487261788,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.55275257915932,0,0.0,0.9817271699714628,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.591370114944626,0,0.0,0.9842514119505616,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,13.071768622353952,0,0.0,0.9113227055150849,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.525077729150969,0,0.0,0.934242443598692,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.947247009797492,0,0.0,0.9569046480768162,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,13.722768738421614,0,0.0,0.9463567745266155,0,0.0
75.0,14,0,0,0,14,0,0.0,0.0,13.036747169879826,0,0.0,0.9048428426290379,0,0.0
80.0,14,0,1,0,14,0,3.0,0.21428571428571427,12.503206578345935,1,3.0,0.8503056236861645,1,3.0
85.0,16,0,2,0,16,0,10.0,0.625,11.44134098925556,2,10.0,0.7838800783908658,2,10.0
90.0,16,0,2,0,16,0,20.0,1.25,11.55529508511388,2,20.0,0.7960587819249714,2,20.0
95.0,19,1,2,0,19,0,30.0,1.5789473684210527,11.546450209740106,2,30.0,0.8142045471216987,2,30.0
100.0,24,0,2,0,24,0,40.0,1.6666666666666667,11.70607847337646,2,40.0,0.8237864344144159,2,40.0
