step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,11.995831999229267,0,0.0,0.837250008219684,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,14.124715607472947,0,0.0,0.9859843529778938,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,14.001264664087696,0,0.0,0.9774114890273291,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.304901934928877,0,0.0,0.9772315591349136,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,12.713316854352593,0,0.0,0.9313394220420672,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.197656249531411,0,0.0,0.9397123837507696,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.62088019856551,0,0.0,0.9687513192881466,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.836516661252725,0,0.0,0.9837992126199286,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,13.188048105876355,0,0.0,0.9423204443563824,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.190610914328357,0,0.0,0.9288025828594051,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.036407752305616,0,0.0,0.9055145468860691,0,0.0
70.0,12,0,2,0,12,0,5.0,0.4166666666666667,11.832708080297389,2,5.0,0.8148977963310594,2,5.0
75.0,14,0,2,0,14,0,15.0,1.0714285714285714,11.91972133961898,2,15.0,0.8243449729501499,2,15.0
80.0,14,0,2,0,14,0,25.0,1.7857142857142858,12.177839800130968,2,25.0,0.8398536067421806,2,25.0
85.0,16,0,2,0,16,0,35.0,2.1875,11.669772350530033,2,35.0,0.8021149737117361,2,35.0
90.0,16,0,3,0,16,0,46.0,2.875,10.446115938687033,3,46.0,0.7124594059486833,3,46.0
95.0,19,1,5,0,19,0,69.0,3.6315789473684212,10.110205671319768,5,69.0,0.6778091341251024,5,69.0
100.0,24,0,6,0,24,0,95.0,3.9583333333333335,10.187898864177475,6,95.0,0.680770645557521,6,95.0
