step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,11.62076427222928,0,0.0,0.795014047573364,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,14.301436841206499,0,0.0,0.9781224945208851,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,14.231928450356111,0,0.0,0.9736908382319933,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.436025956302798,0,0.0,0.9233150138027141,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.580499134101492,0,0.0,0.9581015771395227,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.7756430982154,0,0.0,0.9813092725190318,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.333234283764293,0,0.0,0.9779894602894238,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.411249303842652,0,0.0,0.983933456494702,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.802077444560275,0,0.0,0.943627441767388,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,12.988893450667735,0,0.0,0.9623589623562072,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,12.636241414469616,0,0.0,0.9797969498592959,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,11.773159734967711,0,0.0,0.8930307028988512,0,0.0
75.0,14,0,0,0,14,0,0.0,0.0,12.146897706308607,0,4.0,0.8950210413582707,0,4.0
80.0,14,0,0,0,14,0,0.0,0.0,12.435646294120758,0,0.0,0.9674479089557607,0,0.0
85.0,16,0,1,0,16,0,2.0,0.125,11.721157192941897,1,2.0,0.8868978077625007,1,2.0
90.0,16,0,1,0,16,0,7.0,0.4375,12.210346254508263,1,7.0,0.9126253229478873,1,7.0
95.0,20,0,3,0,20,0,14.0,0.7,10.75977369318792,3,14.0,0.7788961361561664,3,14.0
100.0,24,0,3,0,24,0,29.0,1.2083333333333333,11.138737366153512,3,29.0,0.8197153264116797,3,29.0
