step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,11.69248783076182,0,0.0,0.8735933406355179,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,12.98754064727066,0,0.0,0.9700297531983361,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,13.121230487769505,0,0.0,0.9801886309933657,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,12.857226100090294,0,0.0,0.923930637910928,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.115347418400749,0,0.0,0.9466205796150223,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.45866741243086,0,0.0,0.9649191308779287,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.274303703607012,0,0.0,0.9750483883500158,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.443153611674703,0,0.0,0.9872098457267956,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.804599497229395,0,0.0,0.9739934831503715,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,12.601138816386518,0,0.0,0.9438532030262594,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.085238952787078,0,0.0,0.9617866153871882,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,12.276029156419474,0,1.0,0.9009010570850342,0,1.0
75.0,14,0,0,0,14,0,0.0,0.0,11.79099116417954,0,0.0,0.8916887180709754,0,0.0
80.0,14,0,1,0,14,0,5.0,0.35714285714285715,11.235032578095042,1,5.0,0.8334949629820136,1,5.0
85.0,16,0,2,0,16,0,15.0,0.9375,11.371751969138955,2,15.0,0.8282927314995416,2,15.0
90.0,16,0,2,0,16,0,25.0,1.5625,11.132315865557974,2,25.0,0.8007910965674505,2,25.0
95.0,19,1,4,0,19,0,40.0,2.1052631578947367,10.219229040750637,4,40.0,0.7525883603970595,4,40.0
100.0,24,0,2,0,24,0,32.0,1.3333333333333333,10.596460755113096,2,58.0,0.7829815211566936,2,58.0
