step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,12.124084333481733,0,0.0,0.8720461406368867,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,13.73007074333375,0,0.0,0.9877782083961553,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,13.548243960455261,0,0.0,0.9749444470540711,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.303542588392716,0,0.0,0.9233808611973774,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.652984568393393,0,0.0,0.9816461115599243,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.528782762387062,0,0.0,0.9528922451112397,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.659226906567296,0,0.0,0.9746090609989578,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.823761645078205,0,0.0,0.9873020261196955,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,13.107134812900096,0,0.0,0.9539374612563394,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.023978366367881,0,0.0,0.9404224753038744,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.356853186090847,0,0.0,0.9532450442999182,0,0.0
70.0,12,0,1,0,12,0,1.0,0.08333333333333333,11.840788188040975,1,1.0,0.8412321860502078,1,1.0
75.0,14,0,2,0,14,0,11.0,0.7857142857142857,11.641615751298795,2,11.0,0.8294345993556302,2,11.0
80.0,14,0,3,0,14,0,23.0,1.6428571428571428,10.640643594304104,3,23.0,0.7663869233249557,3,23.0
85.0,16,0,3,0,16,0,38.0,2.375,10.548578067458635,3,38.0,0.7640252435303224,3,38.0
90.0,16,0,4,0,16,0,55.0,3.4375,10.073083655358227,4,55.0,0.7371902199957175,4,55.0
95.0,20,0,4,0,20,0,75.0,3.75,10.222850608251106,4,75.0,0.7454402720659659,4,75.0
100.0,24,0,5,0,24,0,97.0,4.041666666666667,10.35027605026327,5,97.0,0.7486297396217415,5,97.0
